id,question,choice_A,choice_B,choice_C,choice_D,choice_E,answerKey
95067280c768afc3bf404f4f540f9789,Where does a tabby cat go to get warm?,home,dog pound,lap,barn,kitchen,A
0f629c1c5a1b63e3f808a2917cfb98f5,"The food show specialized in pizzas, each week they went to different states visiting a pizzeria in each of their what?",chicago,little italy,new york,friends house,capital cities,E
4eb66c10b493c5fdd4b979846e898f89,"Everybody seemed to have a horse not just the regular gamblers, which event always brings out the biggest crowds to the sport?",race track,kentucky derby,american southwest,triple crown,horse derby,B
5f75a8e6db14ff7d13a5dc32c3bcd948,What's the nickname of the monster the beauty loved?,beast,ugly,ugliness,satellite,top of mountain,A
7c3aecef1445cbba4c5efd808d470991,"The children saw superman fly overhead, what did they exclaim as a result?",ouch,skip,enjoyed,awesome,watch television,D
402b05a94ffbab68d0f8598b968c2a2a,"If an actor is said to be on the “silver screen"" where would you see them perform?",play,movies,theater,screen,television,B
4156ae5d4cfe22febbcdd8ad9f1bf3f0,Why would a tense person be found listening to music that is soft?,relaxation,calm,hunger,deafness,fall asleep,A
c87d92725b2ce3b568f5fff08f78ca78,What often happens to the knowledge base of someone who is learning?,intelligence,overconfidence,knowing more,better understanding,growth,E
04dd8556c4959e448e299af04e1f2488,"If I wanted to get some oxygen, what will I get it from?",the sky,air,earth,space shuttle,water,B
15c68e50e58319ae935c8076cdaf48d3,"After the guilty verdict in the killing the judge gave a speech, he told the murderer he was pure what?",wrong,death of,bad,negative,evil,E
df7861813910ae204c3bd0b3c16fe5d9,"The drug kingpin told his man to run errands, this was code to go to all the dealers to do what they had?",park,make time for,receive instructions,take money,leave work,D
081bb36b6ee0e388a73a7fec0838ac8b,What is required to be good at driving cars?,have fun,concentrate,park,listen to radio,speeding,B
9fdef08eece86ba38cf411244c4d2df6,What does a person who is considered good known for?,compliments,green thumb,ride horses,contribution to society,wear outrageous clothing,D
5f2f50210f84625da678941808a3b3f0,"Upon discovering the remains of the lost city, what did archaeologists try to preserve?",use,rot,waste,ruin,decay,D
14a51763f61f70f452aeffa8e5f381c7,Bob the mouse lived in a densely populated area.  Where might he look for shelter?,kitchen,corn field,abandoned houses,shed,desktop,C
42a92eb7df701cd4db00c63da85e3b6e,"The person saw the tomatoes were dying, what did he do next?",feel stupid,eat fruit,thank god,water garden,run,D
2920b38b026b2e6929eca8c3832b26c7,What would a person do if he or she wanted to get good grades?,feel proud,try to learn,need assistance,thank god,read alot,B
a037b77a4b3209657acccafe614bf63f,What is often an outward expression of happiness?,love,laughter,spread,tears,limp,B
0c90a54a74fd5adca92ad704db98e7fc,The drum is a key part of which kind of musical organization?,vessel,rock band,marching band,music store,symphony orchestra,B
014985faaf2e1bfe89c0f59f2c6d7868,How might people perceive someone they are scared of?,human,happy,dangerous,strange,weird,C
e4812a677b120bad361cbdf15aaec6bd,The time of day when networks air their most popular bad shows is called what time?,true,just,badarse,trashy,prime,E
9a4039c873d179816f6d6bc43cea2a2d,Where do investment bankers hang out in the suburbs?,wall street,city hall,monopoly game,michigan,country club,E
f3d269586a4975a228728bd7f1a47ceb,"It was finals week and students wanted to be left alone, one put a do not disturb paper sign out in the what?",store window,public place,doorway,shop window,hallway,E
b3529465a3ba59babf517d507b23ee98,James was sitting quietly because I was having trouble doing something.  What was he not doing easily?,discomfort,anxiety,solitude,falling asleep,play games,D
6b6a3c58dfbcaac4323065633f7c10f5,Where is not likely to have a doormat for wiping feet?,front door,doorway,entrance porch,hallway,patio,D
8197564bccdea65c0d5439038ad581aa,You go into a building.  There were two guards at the entryway checking IDs.  Where might you be.,department store,house,own home,when you pick tomato's from your garden,office building,E
fa4b28b0ee5924a5d97d9765f6e926db,Where are you likely to find well stocked aisles?,supermarket,church,car wash,sanctuary,building,A
56f9d3899b649e3e4115b1fa10083534,"The show was live,  and there was no tape delay.  The station decided that they weren't going to have any censorship, and would remain what regarding the issues?",neutral,animated,broadcast,biased,recorded,A
c33b4da4928cb997854d048e30db455a,James loved his workplace.  He was a cashier but he has a lot of leisure time which he spent browsing the new releases and bestsellers.  Where might he be working?,bookstore,pharmacy,supermarket,fast food restaurant,shop,A
765713f784ddc4197828f4646179ae88,"The machine was very intricate, it was quite an what?",box,apparatus,appliance,wash dishes,implement,B
0e64e9c90fcd4f874ed6f8e12e912a09,"The racer got a false start for leaving line early, the official's countdown will now what?",arguing,trouble,punishment,have to start over,further delays,D
bb4984cf7a3d64227175efb949f9c210,Agreeing with someone who you have fun with can lead to what?,compliance,contract,harmony,employee,friendship,E
4af505b05f7ebf0d26a8e8005b09d1a5,"The person was having a difficult time understanding the computer program, they were beginning to what?",stare at computer screen,compile,get frustrated,write code,think logically,C
28262239b1efb79353bb89a7c0d8fa2e,What would be a good name for a small dog?,animal shelter,big house,georgia,basket,fur,C
4de19cbe4488c72fc8b3871e1d906224,What signals when an animal has received an injury?,procreate,feel pain,a distress call,reproduce asexually,bite,B
af53e06ab51bb5c717d87fad976932b0,John listened to music when he needed to focus.  It helped him achieve what?,express emotion,beautifull,irritate,bad environment,quiet mind,E
d5b4a080826e1ce62b49c1736f63d951,What eastern continent would you travel to in order to see a gazelle in their disneyland's zoo?,australia,wildlife refuge,ivory coast,open plain,asia,E
405b057a8124e167598528a39b38d100,What is a useful activity when experiencing loneliness?,meet people,meet friend,make people laugh,socialize,liquor,D
f6004bf17ef943d41f6773d2cc606754,Where does a human go to be lifted and carried off?,solar system,upstairs,workplace,bathroom,airport,E
bdbe96bc8b17592038dfb05eab4296e7,Who will be voted as the most likely to be successful?,bitterest,representative,cleverest,bunny rabbit,corrupt,C
a8f3e425bdcf385ef10bfea7fc95241f,How do you signal that you are agreeing with someone on a deal?,lie,nodding,shaking hand,nod and smile,whistle,C
c43d32fb522e64bdb3bef326643726cc,What is a fast but expensive way to send small cargo?,airplane,ship's hold,boat,truck,train,A
2af2d08ea5c4ff66898f8fe890126b4b,The insects were bigger this time.  They were exposed to a significant level of DDT. How were they exposed?,eating,accidental,enabled,effusive,detestable,B
a1172a5e24c8850ad6f040d8190b0082,John and George are camping together.  They're sitting around a pile of sticks and john is lighting a match.  Why is john lighting a match?,illumination,set on fire,make fire,making flame,frustration,C
7f5015d85e64fec99c487e598c1aacbb,"The padding was covered with mold, he never would've seen it if he didn't pull up the what?",refrigerator,carpet,fridge,dishwasher,cellar,B
1851f5d560962ba4ae8c35bae8189a0b_1,"The poet needed to write about his distant past, where did he have to go to do so?",garden,bathroom,classroom,home,university,D
2a0085e34c1dc933c8ed6d5a4b807011,Where can you find someone's number written on paper?,math book,mathematics,office,lottery,phonebook,E
b03228239f1ef24731a92e538d046a2f,What do you put around a garden to keep animals out?,park,fence,ground,vines,full bloom,B
c18a219afcfa6599be70ef18840add76,"The crab was feeling cold in the water, where was he stuck?",gulf of mexico,fridge freezer,fish market,grocery store,north sea,E
77dcb8055cf94ee8fd423c20d907aea6,After hitting the bootle all night what would come to me the next day,drunkenness,misery,alcoholism,nausea,hangover,E
1234e5e8a62754a28379398a82be3f9d,"The person took a ibuprofen after experiencing a headache, what happened to him next?",feel relieved,cross street,learn to swim,walk,act responsibly,A
611ee61036915ceaf60ea81a5d0acb02,What would an adult woman do to get ready for work?,drink beer,put on make up,dress himself,work,dress herself,E
59af676a5e79ad28bb77df03ce81c28a,"The nice lady nursed the injured and abandoned cat back to health, after recovery it went on to what?",dog,see king,sun itself,live many years,meow,D
564adfa66fa181537fd0a7eddf63323c,What could cause you to stop before running twenty six miles?,sweat,drink water,choke,collapse,breath,D
1a4dcb683ce68395467d42bf391d3147,Colorado is two states away from the border with what nation?,arizona,mexico,utah,united states,texas,B
27bc438b584863ca1c5609f950fed7aa,What can a manufacturer experience when people are constantly buying products?,economic boom,loss of money,agony,being able to use,spending money,A
d581e0ad6a4c89465dc1a527bd2d3f77_1,"The trainer disregarded the disability in his client, what did the trainer actually see?",competency,competence,potential,strength,low income,C
cf739655a4df2c6a5a1bef3d7d26273c,Where would a woman store her leg razor?,outside,barber shop,psycho's pocket,suitcase,medicine cabinet,E
1913b9681c0b956c65defcaf94c4195c,If you are jogging all day what is likely to happen?,improved health,heart attacks,shin splints,strong legs,being tired,E
91fb266c29d5b9dbb0288adc98a629c1,What may you feel after standing in line for a long time and not getting what you were after?,frustration,order,pain,fatigue,disappointed,A
20ceea5a0c7e375238fa481bad42c5ca,"The man didn't like getting out of bed and stepping on the cold tile, so where did he put carpeting?",houses,bedroom,istanbul,open tress,gym,B
b92f52caa4067d0e64f163a5fa280a9a,"The lizard frightened the hiker, it's movements made what rustle?",garden,trees,books,rocks,bushes,E
db2c7d0528e1f38faa8e27579ed5a7c2,"She began to play violin at a young age, she had a passion to do what?",inspiring,like music,be musician,make music,tune,D
d0ee686c19689e5da9caafa3d8f8942f,When you're telling many people about something you will need to do what to address them?,hand signals,speak,shout,earthquake,yell,B
ff7ca9c294f1bba7900a35669b4b6163,"If you didn't find any plants on another planet, where might you look to find some?",surface of earth,park,greenhouse,windowsill,ice burg,A
7c67ad88467380f15575908e70cbbaf3,In what environment would you expect to find a shark?,sea world,deep ocean,maritime museum,pet store,great barrier reef,B
bdc9b7ade6681c80c16dd927c9ae3e56,"The laughable senator tried to blame video games and use television, but those things don't make somebody what?",first turn on power,buy one first,plug in,kill,switch on,D
e7457fa7c80252d315a0d432791d9296,Joe began setting the cup on the table after Bill asked him to do what to it?,put down,picks up,water mark,noise,put on his head,A
e28492cfe62fa4a3d39ee10915e2986f,John thought that there was no conflict between religion and what?,atheist,atheism,important to people,wars,science,E
ba5e0c216e15e43dfb9e36bfcca74839,Where would you put a fire extinguisher if you do not have any large doors in your house and your house only has one floor?,garage,stairwell,house,kitchen,outside,D
f79e55cf440af140f08bc706c9bad277,In what area will excavation for new roads will cause traffic jams?,egypt,city,open sea,desert,quarry,B
3a50c01dd53dfede034c7a651f5d1b53,What building has a ot of glue bottles?,art room,police station,classroom,desk drawer,school,E
